Position;Business Name;Address;Phone Number;Email;Website;Category
947;LINEAL DRUŽSTVO PRE VÝROBU A OBCHOD;Vinohradská, 90201 Pezinok;421336412970;;;Záujmové združenia
948;GRÉTA - COLLECTION;M. R. Štefánika 10, 90201 Pezinok;textil ,;doplnky;;Odevy , textil , doplnky
949;PROPERTY SERVICES s.r.o.;Kamenice 32, 90201 Pezinok;421903865999;;;Realitné kancelárie
950;ŽOS Trnava, a.s.;Meisslova 1584/5, 90201 Pezinok;421335567111;http://www.zosbezpecnost.sk;http://www.zosbezpecnost.sk;Bezpečnostné služby a agentúry
951;BAĎURA s. r. o.;Šenkvická cesta 14, 90201 Pezinok;421336453057;http://www.stavebniny-pezinok.sk;http://www.stavebniny-pezinok.sk;Stavebniny , stavebný materiál
952;GASTROM s.r.o.;Nerudova 5774/2C, 90201 Pezinok;421918969703;;;Gastronómia , zariadenia pre gastronómiu
953;PURA - VIDA;Myslenická 2/c, 90201 Pezinok;421903448212;;;Bary , snack bary
954;A SANTÉ, s.r.o.;Moyzesova 1666/4, 90201 Pezinok;421336412118;;;Zdravotnícka technika a zariadenie
955;LEGAS AUTO s.r.o.;Bratislavská 85, 90201 Pezinok;421903900066;info@legasauto.sk;http://www.legasauto.sk;Automobily - servisy
956;KOALA MODE Selecká Henrieta;Kollárova 131/10, 90201 Pezinok;421336412376;;;Obchodná činnosť
957;LB PROTECT Ledecký Boris;Tehelná 1662/3, 90201 Pezinok;421336405196;;;Bezpečnosť práce
958;STÁVKOVÁ KANCELÁRIA NIKÉ s.r.o.;Senecká 1613/10, 90201 Pezinok;421336412185;;;Stávkové kancelárie
959;BORIK VINO Boriková Magdaléna;Jilemnického 1006/2, 90201 Pezinok;421336404586;;;Vinárstvo a sadovníctvo
960;INŠTITÚT ESTETICKEJ MEDICÍNY, s.r.o.;Hollého 1079/4, 90201 Pezinok;421336405251;;;Inžinierska činnosť
961;CIGARETY - TABAK FUNKA;Šenkvická cesta 2166/1, 90201 Pezinok;;;;Trafiky
962;Mgr. Patrik Bíro PeB;L. Novomeského 46, 90201 Pezinok;421905663565;;;Obchodná činnosť
963;SPOLOK DYCHOVÁ HUDBA VINOSADKA;Kuzmányho 688/25, 90201 Pezinok;;;;Záujmové združenia
964;Andrea Lidayová - AD FRUIT;Bystrická 2492/7, 90201 Pezinok;421903603184;;;Obchodná činnosť
965;MK-Projekt, s.r.o.;Ľ. Rajtera 5541/24, 90201 Pezinok;421911714230;;;Projektanti , projektovanie
966;MK-Projekt, s.r.o.;Za hradbami 2259/16, 90201 Pezinok;421911714230;office@mkprojekt.sk;;Projektanti , projektovanie
967;Martina Galovičová Salón Martina;Schaubmarova 5366/1, 90201 Pezinok;421903440792;;;Kozmetické salóny
968;LEON - Ing. Jana Klapáčová;M. R. Štefánika 12, 90201 Pezinok;421903433150;;;Sprostredkovateľské služby
969;Hanák Miroslav - špeciálne činnosti;Svätoplukova 2710/7, 90201 Pezinok;421903135698;;;Obchodná činnosť
970;BLAŽEK JURAJ - REVÍZNY TECHNIK;Jilemnického 989/3, 90201 Pezinok;421336411110;revizie@nextra.sk;http://www.technickerevizie.sk;Revízie , technické
971;Štúdio IN - Jana Trajdová;Muškátova 2563/2, 90201 Pezinok;421905112360;;;Kozmetické salóny
972;LOLA e GIGI, s.r.o.;Bystrická 2486/30, 90201 Pezinok;421911383000;;;Obchodná činnosť
973;Stenly pub - Stanislav Šebek;SNP 366/86, 90201 Pezinok;421905891788;;;Rýchle občerstvenie
974;NOVAK - Novák Jozef, Ing.;Kalinčiakova 1074/8, 90201 Pezinok;421336404130;novak@podlahovekurenie.sk;http://www.podlahovekurenie.sk;Kúrenie
975;LEON real, s. r. o.;L. Novomeského 2730/14, 90201 Pezinok;421902124880;http://www.leonreal.sk;http://www.leonreal.sk;Realitné kancelárie
976;Villegas Ceballos Sebastián Andrés;Bratislavská 197/83, 90201 Pezinok;421948516146;sebastian@spanielska-konverzacia.sk;http://spanielska-konverzacia.sk;Jazykové školy
977;Norbert Ciller - NMR, s.r.o.;Muškátova 2605/32, 90201 Pezinok;421336454832;;;Obchodná činnosť
978;JDM GARAGE s. r. o.;Obrancov mieru 1295/34, 90201 Pezinok;421903403088;;;Automobily - servisy
979;L. U. CH. spol. s r.o.;Rázusova 1475/50, 90201 Pezinok;421336402285;;;Nápoje - veľkoobchod
980;PETMAS spol. s r.o.;Šenkvická cesta 2162/12, 90201 Pezinok;421336452312;petmas@stonline.sk;http://www.petmas.eu;Stavebné firmy , spoločnosti
981;Daffer - Dobré papiernictvo;Holubyho 16, 902 01 Pezinok;421336413066;predaj@grafit.sk;http://daffer.sk;Papiernictvá
982;Bozin Shopping;Šenkvická cesta 12/D, 90201 Pezinok;bozinshopping@bozinshopping.sk;bozinshopping@bozinshopping.sk;http://www.bozinshopping.sk;Nákupné centrá
983;RMK SLOVAKIA, s.r.o.;Limbašská cesta 4, 90203 Pezinok;421911208373;rmkslovakia@centrum.sk;http://www.rmkslovakia.sk;Automobily - servisy
984;BARREL PUB;Šenkvická cesta 2162/12, 90201 Pezinok;421332400000;http://www.barrel.sk;http://www.barrel.sk;Bary , snack bary
985;Okresný súd;M. R. Štefánika 3661/40, 90201 Pezinok;421336413234;;;Súdy a štátne zastupiteľstvá
986;GAUDIUM, centrum oddychu, s.r.o.;Radničné námestie 53/1, 90201 Pezinok;421336412385;;;Voľný čas
987;LÚČANOVÁ INGRID JUDr., NOTÁRKA;Radničné námestie 41/9, 90201 Pezinok;;;;Právne poradenstvo
988;Garson & Shaw Europe, s.r.o.;M. R. Štefánika 27, 90201 Pezinok;421336400712;;;Obchodná činnosť
989;ESSENTIAL CONSULTING GROUP s.r.o.;Šenkvická cesta 1719/8, 90201 Pezinok;421948777148;;;Ekonomické poradenstvo
990;Sandtner Daniel - maloobchodná činnosť;Za hradbami 2246/3, 90201 Pezinok;421948744777;;;Obchodná činnosť
991;Ing. Miroslav Malecký - MBR;Fraňa Kráľa 4506/9A, 90201 Pezinok;421903530979;;;Obchodná činnosť
992;SEKOSET, s. r. o.;Gorkého 20, 90201 Pezinok;421905315233;info@maliarskeprace-ba.sk;http://www.maliarskeprace-ba.sk;Maliari interiérov , natierači
993;Ing. Peter Šidlo - PROGRES;Za koníčkom 1345/4, 90201 Pezinok;421903646689;;;Inžinierska činnosť
994;Slavomír Kopec S.K.MEDIA;M. R. Štefánika 37/34, 90201 Pezinok;421905828149;;;Vydavateľstvá
995;ZDRUŽENIE PEZINSKÝCH VINOHRADNÍKOV A VINÁROV;Radničné námestie 41/9, 90201 Pezinok;;;;Záujmové združenia
996;Lenka Kravarčiková LK MANAGEMENT;Ľ. Rajtera 5134/48, 90201 Pezinok;421903654285;;;Sprostredkovateľské služby
997;E.D.M.S. s.r.o.;Pod lipou 2982/14, 90201 Pezinok;421911630203;;;Obchodná činnosť
998;Systém ekonomických služieb, s.r.o. - SES, s.r.o.;Gorkého 2680/14, 90201 Pezinok;421903286197;;;Účtovníctvo
999;Alanya Caffe Cukráreň & Kebab - Musa Senol;Potočná 154/2, 90201 Pezinok;421917485357;info@alanyacaffe.com;http://www.alanyacaffe.com;Kaviarne
1000;DAD s.r.o.;Štúrova 1, 90203 Pezinok;421336413535;dad@dadsro.sk;http://www.dadsro.sk;Stavebné firmy , spoločnosti
1001;Motobike pub;Myslenická 3, 90203 Pezinok;421905605846;;;Bary , snack bary
1002;MERKOS, spoločnosť s ručením obmedzeným;Kupeckého 756/81, 90201 Pezinok;421336403232;;;Poľnohospodárska výroba
1003;Ing. arch .Lýdia Adamcová;Zámocká 3997/55, 90201 Pezinok;421903449654;;;Inžinierska činnosť
1004;EURÓPSKY VINÁRSKY RYTIERSKY STAV;M. R. Štefánika 10, 90201 Pezinok;421336405155;http://www.evirs.sk;http://www.evirs.sk;Záujmové združenia
1005;L.U.CH. s.r.o.;Šenkvická cesta 14, 90201 Pezinok;421336402626;http://luch.sk/;http://luch.sk/;Nápoje - veľkoobchod
1006;Kavecká Soňa, Ing. INGEO;Cajlanská 1966/122, 90201 Pezinok;421336423227;;;Ekonomické poradenstvo
1007;Kašparová Pavlína, Ing. arch. autorizovaný architekt;dona Sandtnera 5656/21, 90201 Pezinok;421903923822;;;Architekti
1008;odpodlahy s. r. o.;Moyzesova 5131/4/A, 90201 Pezinok;421918725110;https://odpodlahy.sk;https://odpodlahy.sk;Podlahové krytiny , podlahoviny
1009;LOCKservice, s.r.o.;Bratislavská 228/56, 90201 Pezinok;421905754798;lock@lock.sk;;Zabezpečovacie zariadenia a systémy
1010;wander spol. s r.o.;Myslenická 3031/61, 90203 Pezinok;421902801984;;;Stavebníctvo - dokončovacie práce
1011;Uherek Peter;Štúrova 3313/20, 90203 Pezinok;421336421206;aperitívy;;Vína , sekty , aperitívy
1012;Eduard Polakovič;Družstevná 3381/20, 90203 Pezinok;421903139293;;;Videoprogramy , videofilmy - výroba
1013;VINOTÉKA REJA;Myslenická 3135/2, 90203 Pezinok;sekty ,;aperitívy;;Vína , sekty , aperitívy
1014;ZÁMOČNÍCTVO - KOVOVÝROBA KOMAN;Holubyho 114/42, 90201 Pezinok;421336411214;http://www.kovokoman.szm.sk;http://www.kovokoman.szm.sk;Zámočníctvo , zámočníci
1015;DATAWARE s.r.o.;Bratislavská 197/83, 90201 Pezinok;421336421036;office@dataware.sk;http://www.dataware.sk;Telekomunikačná technika a zariadenia
1016;Roman Ďuračka - Autocentrum;Myslenická 3001/1, 90201 Pezinok;421907755257;r.duracka@gmail.com;http://www.autocentrumpk.sk;Automobily - servisy
1017;Mináriková Ružena, Ing.;Za hradbami 2267/24, 90201 Pezinok;421948347067;r.w.minarikova@gmail.com;;Realitné kancelárie
1018;ČERMÁK - PPC;Šafárikova 1700/2, 90201 Pezinok;421336400830;cermak-ppc@cermak-ppc.sk;http://www.cermak-ppc.sk;Meracia a regulačná technika
1019;HOTIS RECYCLING SLOVAKIA s.r.o.;Myslenická 3001/1, 90201 Pezinok;421902405115;;;Zberné suroviny
1020;VARIO - BIKE - CHRAPKOVÁ JANA;Bratislavská 157/1, 90201 Pezinok;421336413269;variobike@stonline.sk;;Športové potreby
1021;ROYAL BABY detské odevy;Myslenická 2/C, 90201 Pezinok;421905862331;info@royalbaby.sk;http://www.molo.sk/obchod/45-royal-baby-detske-odevy;Detský textil
1022;ZÁMOČNÍCTVO - KOVOVÝROBA KOMAN;Bratislavská 197/83, 90201 Pezinok;421336411214;komanantonin@stonline.sk;http://www.kovokoman.szm.com/;Zámočníctvo , zámočníci
1023;Anton Reingraber;Sládkovičova 1151/22, 90201 Pezinok;421911788501;antonreingraber@azet.sk;http://www.lacnevykopoveprace.sk;Demolácie , trhacie práce
1024;AUTOOPRAVOVŇA - HLAVANDA PETER;Majakovského 2610/13, 90201 Pezinok;421903309573;;;Automobily - servisy
1025;UBYTOVŇA PEZINČAN - turistická ubytovňa;Tehelná 1764/9, 90201 Pezinok;421336413420;;;Ubytovne , ubytovanie
1026;Drevené hračky - Milan Pokojný;Svätoplukova 2659/14, 90201 Pezinok;421336402740;drevenehracky@szm.sk;http://www.drevenehracky.szm.com;Hračky - veľkoobchod
1027;ALMECO s.r.o.;Podhorská 18, 90201 Pezinok;421336477015;almeco@almeco.sk;http://www.almeco.sk;Tlačiarne , tlačiarenské práce
1028;TWINS Karin Belanová Antalová;Hviezdoslavova 525/47, 90201 Pezinok;421336403206;karinantalova@post.sk;;Kozmetické salóny
1029;ENJOY SLOVAKIA DMC s. r. o.;Kollárova 16, 90201 Pezinok;421336409026;info@eventnadialku.sk;http://www.eventnadialku.sk;Eventové agentúry
1030;BOHUŠ - Bohumír Prokeš;Suvorovova 1636/32, 90201 Pezinok;421902655069;;;Taxislužba
1031;Chovancová Jana, JUDr.;Šancová 1093/4, 90201 Pezinok;421336408887;jana.chovancova@notar.sk;;Notári
1032;Calidus s.r.o.;Bystrická 2486/30, 90201 Pezinok;421918080019;info@spoznajliptov.sk;http://www.spoznajliptov.sk;Ubytovacie kancelárie , agentúry
1033;Baričičová Veronika, JUDr.;Radničné námestie 7, 90201 Pezinok;421336408131;veronika.baricicova@notar.sk;;Notári
1034;DIGITÁLNE ŠTÚDIO;Kutuzovova 2174/4, 90201 Pezinok;421905650067;vyhodne@vyhodne.sk;http://www.propag.sk;Tlačiarne , tlačiarenské práce
1035;MK PROF INSTAL, s.r.o.;Sládkovičova 1148/16, 90201 Pezinok;421903438458;mkprofin@mail.t-com.sk;;Inštalatéri
1036;SATO spol. s r. o.;Banícka 50, 90201 Pezinok;421944151616;info@sat-tv.sk;http://sat-tv.sk;Satelitné antény a prijímače
1037;AUTOSERVIS & PNEUSERVIS BILĆÍK;Šenkvická cesta 2162/12, 90201 Pezinok;421336902811;servis@bipk.sk;http://www.bipk.sk/;Automobily - servisy
1038;Brusim.sk;Silvánová 13, 90201 Pezinok;421908672241;ostraalej@gmail.com;http://brusim.sk;Brúsky , brúsne nástroje
1039;SALVIA s.r.o.;Myslenická 3001/1, 90201 Pezinok;421910917089;;;Elektrické spotrebiče
1040;CAFÉ RESTAURANT KORZO;M. R. Štefánika 24/10, 90201 Pezinok;421336411104;;;Reštaurácie
1041;BILLA s.r.o.;Meisslova 2, 90201 Pezinok;421918719228;info@billa.sk;http://www.billa.sk;Supermarkety , veľkopredajne
1042;LOCK service;Bratislavská 56, 90201 Pezinok;421905754798;http://www.lock.sk;http://www.lock.sk;Dvere , brány a vráta
1043;Silvester Krasňanský TECHNIK;Myslenická 68, 90203 Pezinok;421905453846;lpg-autoservis@centrum.sk;http://www.lpg-autoservis.sk;Automobily - servisy
1044;CRH (Slovensko) a.s.;Senecká cesta, 81001 Pezinok;421903554630;ivan.benkovic@sk.crh.com;http://www.crhslovakia.com;Betón , betónové výrobky
1045;SLOVAKIA TAP, s.r.o.;Bratislavská 198/85, 90201 Pezinok;421336422506;slovakiatap@stonline.sk;http://www.slovakiatap.sk;Koberce , Lesníctvo
1046;VodaTom s.r.o.;L. Novomeského 2698/13, 90201 Pezinok;421918131294;info@vodatom.sk;http://www.vodatom.sk;Voda - rozvody
1047;DvbSat s.r.o.;Moyzesova 1678/2, 90201 Pezinok;421902494669;skilink@skilink.sk;http://www.skilink.sk;Satelitné antény a prijímače
1048;MK therm - Martin Kubov;Hrnčiarska 406/73, 90201 Pezinok;421905353404;kubov@nextra.sk;http://www.mktherm.sk;Inštalatéri
1049;Infernno - Lukáš Pullmann;Holubyho 86/79, 90201 Pezinok;421904455566;infernno.tattoo@gmail.com;http://www.infernno.sk/;Tetovanie , piercing
1050;DREKOBETAS spol. s r.o.;Šenkvická cesta 20, 90201 Pezinok;drekobetas@gmail.com;drekobetas@gmail.com;http://www.rezivo-gater.sk;Stavebniny , stavebný materiál
1051;NOBLE GARDEN - Nemec Viliam;Myslenická 3059/123, 90203 Pezinok;421336422733;noblegarden@noblegarden.sk;http://www.noblegarden.sk;Záhradníctvo
1052;Systém ekonomických služieb, s.r.o. - SES, s.r.o.;Radničné Námestie 53/1, 90201 Pezinok;421336413023;ses@stonline.sk;;Účtovníctvo
1053;maga studio s.r.o.;Záhradná 15, 90201 Pezinok;421903461243;info@magastudio.sk;http://magastudio.sk;Fotografi
1054;WOYKAS.sk;Leitne 26, 90201 Pezinok;421911867786;soniamagnets@hotmail.com;http://www.woykas.sk;Odevy , textil , doplnky
1055;RUNEC - Ing. Miloš Slabý - elektrikár;Gorkého 2674/12, 90201 Pezinok;421336453422;runec@nextra.sk;;Elektrikári
1056;EPISTAV, s.r.o.;Kuzmányho 691/31, 90201 Pezinok;421908705517;epistav@epistav.sk;http://epistav.sk;Stavebné firmy , spoločnosti
1057;Reštaurácia Pezinský Preš;Kollárova 136/20, 90201 Pezinok;421336412402;restauracia@pezinskypres.sk;http://www.pezinskypres.sk;Reštaurácie
1058;Hacaj s.r.o.;Cajlanská 1938/66, 90201 Pezinok;421907792087;obchod@hacaj.sk;http://www.hacaj.sk;Vína , sekty , aperitívy
1059;DaMiL spol. s r.o. - Záhradný raj;Myslenická 3033/65, 90203 Pezinok;421907740500;zahradnyraj@zahradnyraj.sk;http://www.zahradnyraj.sk;Záhradníctvo
1060;NEW s.r.o.;Kutuzovova 2174/4, 90201 Pezinok;421905650067;vyhodne@vyhodne.sk;http://www.vyhodne.sk;Darčekové predmety
1061;VÍNO - LUDVIK;Tehelná 1765/11, 90201 Pezinok;421907744101;vinoludvik@vinoludvik.sk;http://www.vinoludvik.sk;Vína , sekty , aperitívy
1062;SMART požičovňa náradia s.r.o.;Viničnianska cesta 15, 90201 Pezinok;800196803;info@smartpozicovna.sk;http://www.smartpozicovna.sk;Náradie a nástroje
1063;PARTNER SERVICES, s.r.o.;Mýtna 31, 90201 Pezinok;421336413316;tse@stonline.sk;http://www.malaenergetika.sk;Projektanti , projektovanie
1064;ATHEA s.r.o.;M. R. Štefánika 24/10, 90201 Pezinok;421336409821;athea@athea.sk;http://www.athea.sk;Gastronómia , zariadenia pre gastronómiu
1065;Youngster.sk;Kollárova 11, 90201 Pezinok;421908322414;info@youngster.sk;http://youngster.sk;Odevy , textil , doplnky
1066;DELACON Biotechnik Slovensko, spol. s.r.o.;M. R. Štefánika 24/10, 90201 Pezinok;421904844146;office@delacon.sk;http://www.delacon.eu/sk/;Poľnohospodárska výroba
1067;GOMINI Tlačiareň;Holubyho 1, 90201 Pezinok;421336413314;tlaciaren@gomini.sk;http://www.gomini.sk/;Tlačiarne , tlačiarenské práce
1068;Peter Tahotný TAXI;Družstevná 3396/11, 90203 Pezinok;421907181718;;;Taxislužba
1069;SAINT TROPEZ - disco & restaurant;Šancová 1098/12, 90201 Pezinok;421904964084;;;Diskotéky
1070;Kamenárstvo GRANIT - Rajček Pavol;Holubyho 83/73, 90201 Pezinok;421905618949;rajcek.pavol@gmail.com;http://www.kamenarstvo-granit.sk;Kamenárstvo , kameňosochárstvo
1071;MIKROCHEM spol. s r.o.;Za dráhou 33, 90201 Pezinok;421336905611;mikrochem@mikrochem.sk;http://www.mikrochem.com;Chemické výrobky
1072;HOTIS RECYCLING SLOVAKIA s.r.o.;Šenkvická cesta 15/B, 90201 Pezinok;421902616626;fedor@hotis.sk;http://www.hotis.sk;Zberné suroviny
1073;HM Global, s.r.o.;F. P. Drobiševa 2582/28, 90201 Pezinok;421905692611;info@hmglobal.sk;http://www.hmglobal.sk;Odťahovacia služba
1074;Via Psychologica - Gabriel Hrustič;Hollého 1078/2, 90201 Pezinok;421948383662;gabo.hrustic@gmail.com;http://www.psycholog-pezinok.sk;Psychológovia
1075;Tesco Hypermarket;Myslenická 3001/1, 90201 Pezinok;421336907111;tesco@itesco.sk;http://www.itesco.sk;Supermarkety , veľkopredajne
1076;Peter Šefčík;Svätoplukova 11, 90201 Pezinok;421905209336;info@topbrany.sk;http://www.topbrany.sk;Dvere , brány a vráta
1077;NETFINANCIE s.r.o.;Radničné námestie 53/1, 90201 Pezinok;421332400002;info@netfinancie.sk;http://www.netfinancie.sk;Poistenie - sprostredkovatelia , poradenstvo
1078;BEAUTY-LAB salón krásy;Sládkovičova 16, 90201 Pezinok;421944325859;lucia.grullova@gmail.com;http://www.beauty-lab.sk;Salóny krásy
1079;ProVisio - Mgr. Martina Valešová;Myslenická 3037/73, 90203 Pezinok;421911523088;info@organizatorka.sk;http://www.organizatorka.sk;Domáce potreby
1080;Anton Judiak;Cintorínska 3239/37, 90203 Pezinok;421903430796;judiak@stonline.sk;http://www.judiak.sk;Maliari interiérov , natierači
1081;Lucky Pub Pizzeria - Veronika Svobodová;Myslenická 3049/101, 90203 Pezinok;421903531890;http://www.luckypub.sk;http://www.luckypub.sk;Pizzerie
1082;SAIMOND s. r. o.;Cajlanská 189, 90201 Pezinok;421915100009;ondrej.ondrovic@gmail.com;;Rekonštrukcie budov , bytov
1083;Preschool, s.r.o.;Trnavská 1709/4, 90201 Pezinok;421911120499;office@preschool.sk;http://www.preschool.sk;Školy materské , jasle
1084;Sindy;Holubyho 28, 90201 Pezinok;421907751163;http://sindyfashion.com;http://sindyfashion.com;Odevy - predaj
1085;DAG club;Holubyho 28, 90201 Pezinok;421903716600;dagclub@dagclub.sk;http://dagclub.sk;Fitness a relaxačné centrá
1086;TAHO MUSIC spol. s r.o.;Holubyho 107/28, 90201 Pezinok;421336405240;tahomusic@tahomusic.sk;;Hudobné nástroje
1087;Women Line;Holubyho 28, 90201 Pezinok;421945335333;pezinok@womenline.sk;http://womenline.sk;Fitness a relaxačné centrá
1088;MELISA krajčírsvo;Holubyho 28, 90201 Pezinok;421903121511;http://www.ocplus.sk/obchod-MELISA-krajcirsvo,59.html#abecedne,59;http://www.ocplus.sk/obchod-MELISA-krajcirsvo,59.html#abecedne,59;Krajčírstvo
1089;Oriešok;Holubyho 28, 90201 Pezinok;http://www.ocplus.sk/obchod-Oriesok,29.html#abecedne,29;;http://www.ocplus.sk/obchod-Oriesok,29.html#abecedne,29;Potraviny - predaj
1090;Bratislavská vodárenská spoločnosť, a.s.;Holubyho 28, 90201 Pezinok;850123122;http://bvsas.sk;http://bvsas.sk;Voda - rozbory
1091;J & V kožené odevy;Holubyho 28, 90201 Pezinok;421904106978;strbkovaj@centrum.sk;http://ocplus.sk/obchod-J-and-V-kozene-odevy,50.html#abecedne,50;Kožené výrobky , odevy
1092;Ovocné šťavy;Holubyho 28, 90201 Pezinok;http://www.ocplus.sk/obchod-Ovocne-stavy,27.html#abecedne,27;;http://www.ocplus.sk/obchod-Ovocne-stavy,27.html#abecedne,27;Nápoje
1093;Veci-(čky) pre radosť;Holubyho 28, 90201 Pezinok;evabarusova1@gmail.com;evabarusova1@gmail.com;http://www.ocplus.sk/obchod-Veci-cky-pre-radost,28.html#abecedne,28;Darčekové predmety
1094;Solárium - SunStar;Holubyho 28, 90201 Pezinok;421333813205;http://www.sunstar.sk;http://www.sunstar.sk;Soláriá
1095;GAZMONT;Hviezdoslavova 525/47, 90201 Pezinok;421336401126;;;Plyn - inštalácia , rozvod
1096;LAGRAST;Kollárova 132/12, 90201 Pezinok;vybavenie ,;potreby;;Kancelárska technika , vybavenie , potreby
1097;FRANK;Pezinok , 81001 Pezinok;421332312310;;;Obuv - predaj
1098;PEOPLÉS SHOP;Bystrická 2485/28, 90201 Pezinok;421336422240;sportfit@sportfit.sk;http://www.sportfit.sk;Fitness a relaxačné centrá
1099;KTM - JAVORA;Bratislavská 228/56, 90201 Pezinok;skútre ,;mopedy;;Motocykle , skútre , mopedy
1100;ALMIR´S FAMILY s.r.o.;Holubyho 73, 90201 Pezinok;421335586995;almirsfamilyshop@gmail.com;https://www.almirsfamilyshop.sk;Chovatelia , potreby pre chovateľov
1101;AUTOMARKT s.r.o.;Tehelná 1758/4, 90201 Pezinok;421948888088;automarkt1129@gmail.com;https://www.kontrolavozidiel.sk;Stanice technickej kontroly
1102;Orange Slovensko, a.s.;M. R. Štefánika 22, 90201 Pezinok;421336408282;;;Telekomunikácie , telekomunikačné služby
1103;BUFET U DANA;Svätoplukova 22, 90201 Pezinok;421903203664;aburdan@gmail.com;;Gastronómia , zariadenia pre gastronómiu
1104;UNDERSTAND s.r.o.;Holubyho 107/28, 90201 Pezinok;421336408769;http://www.understand.sk;http://www.understand.sk;Prekladatelia a tlmočníci
1105;FITNESCLUB, s.r.o.;Rulandská 2570/8, 90201 Pezinok;421908127642;;;Fitness a relaxačné centrá
1106;ELEKON, spol. s r.o.;Bratislavská 2549/120, 90201 Pezinok;421244681231;;;Elektroinštalácie , elektroinštalačný materiál
1107;VzduchoKlíma s.r.o.;Muškátova 2470/1, 90201 Pezinok;421903402123;http://www.vzduchoklima.sk;http://www.vzduchoklima.sk;Klimatizačná technika
1108;MIMI - Miloš Mičík;Pezinok 5811/46, 90201 Pezinok;421948630034;;;Demolácie , trhacie práce
1109;CASPIAN TRADING s.r.o.;SNP 40, 90201 Pezinok;421903449906;;;Stavebné firmy , spoločnosti
1110;TM MOTO;Kupeckého 740/49, 90201 Pezinok;421336404010;mopedy;;Motocykle , skútre , mopedy
1111;EUROFIT Trading, s.r.o.;Bratislavská 197/83, 90201 Pezinok;421336423949;info@eurofit-trading.sk;http://www.eurofit-trading.eu/;Gastronómia , zariadenia pre gastronómiu
1112;SKS BROKER s.r.o.;Muškátová 2603/28, 90201 Pezinok;421336454437;;;Poistenie - sprostredkovatelia , poradenstvo
1113;BATEA STAVEBNÁ SPOLOČNOSŤ;Senecká 4057/53, 90201 Pezinok;421336413860;;;Stavebné firmy , spoločnosti
1114;VOZÁROVÁ ZUZANA MUDr.;Hollého 1078/2, 90201 Pezinok;všeobecní pre dospelých;;;Lekári , všeobecní pre dospelých
1115;Messer Tatragas spol. s r.o.;Silvánová 2803/5, 90201 Pezinok;421336451013;;;Plyny - technické
1116;MESTSKÝ PODNIK SLUŽIEB;Trnavská 1712/10, 90201 Pezinok;ihriská;;;Športové areály , ihriská
1117;STAVEBNINY BEBA s.r.o.;Senecká 4058/55, 90201 Pezinok;421336408610;beba.star@stonline.sk;http://www.beba-stav.sk;Stavebniny , stavebný materiál
1118;URBANOVIČOVÁ ANNA, MUDr.;Hollého 1078/2, 90201 Pezinok;421336412444;;;Pľúcne choroby a tuberkulóza
1119;ORLICKÁ ELENA MUDr.;Hollého 1078/2, 90201 Pezinok;;;;Alternatívna medicína a liečitelia
1120;BETA - LOG, s. r. o.;Drevárska 1649/23, 90201 Pezinok;421903648300;betacar@betacar.sk;http://www.betalog.sk;Kancelárie - prenájom , služby
1121;TK Security s.r.o.;Viničnianska cesta 15, 90201 Pezinok;421232553180;http://www.tksecurity.sk/;http://www.tksecurity.sk/;Bezpečnostné služby a agentúry
1122;MED-JK, s.r.o.;Holubyho 67/41, 90201 Pezinok;421336412117;;;Lekári , všeobecní pre dospelých
1123;Libant František IDF;Bratislavská 195/79, 90201 Pezinok;421336433002;idf@idf.sk;http://www.idf.sk;Dvere , brány a vráta
1124;Tatiana Petrášová - ELLIP;Hrnčiarska 453/52, 90201 Pezinok;421944065562;doplnky;;Odevy , textil , doplnky
1125;LUBEK VÍNO s.r.o.;Hviezdoslavova 559/40, 90201 Pezinok;421903342041;aperitívy;;Vína , sekty , aperitívy
1126;ELK - Ľubomír Kukumberg;Moyzesova 2521/24, 90201 Pezinok;421904673030;;;Elektrotechnický materiál a zariadenia
1127;Plastmont - Marián Jánošovský;Muškátova 2565/6, 90201 Pezinok;421907134533;;;Plastové lisované výrobky
1128;Access Production, s.r.o.;Rulandská 2569/6, 90201 Pezinok;421903231321;;;Audítori
1129;RK - Róbert Kintler;Nálepkova 2329/9, 90201 Pezinok;421903773278;;;Poistenie - sprostredkovatelia , poradenstvo
1130;Ing. Dušan Marko;dona Sandtnera 5183, 90201 Pezinok;421907830853;http://www.pinocchio-pk.sk;http://www.pinocchio-pk.sk;Školy materské , jasle
1131;Andrej Maršo - MA;Šenkvická cesta 24, 90201 Pezinok;421905649486;http://www.marsosk.sk;http://www.marsosk.sk;Stavebné firmy , spoločnosti
1132;Mgr. Natália Mizera;Kuzmányho 712/42, 90201 Pezinok;421904059216;;;Školy materské , jasle
1133;Oravec Marián - MACOM;Nálepkova 2336/21, 90201 Pezinok;421905690448;;;Zabezpečovacie zariadenia a systémy
1134;Ľubomír Melišík;1. Mája 1747/6, 90201 Pezinok;421903917332;;;Elektroinštalácie , elektroinštalačný materiál
1135;Hoppanová Jana, Ing.;Komenského 1231/18, 90201 Pezinok;421903665312;;;Kancelárie - prenájom , služby
1136;AS-DOCTOR, s.r.o.;Senecká 1595/23, 90201 Pezinok;421948772773;;;Lekári , všeobecní pre dospelých
1137;Stavebniny 3, s.r.o.;Obrancov mieru 58, 90201 Pezinok;421903600737;;;Stavebniny , stavebný materiál
